,activtrak,aftership,aha,aircall,algolia,amplitude,anaconda,anyword,appfollow,asana,assemblyai,atlassian,avoma,awskendra,blameless,botpress,box,breezy,buffer,canva,caspio,clarifai,cledara,clevertap,clickup,codecademy,cohere,constantcontact,coschedule,couchbase,databricks,deel,deepbrain,deepgram,edenai,elementor,employment-hero,evernote,flatfile,getresponse,getshogun,github,goto,grammarly,harness,hive,hiverhq,hootsuite,huggingface,izea,learnworlds,logicmonitor,logrocket,lokalise,madgicx,mailchimp,manatal,mixmax,mongodb,oneplan,openai,otter,pagerduty,pardot,pinecone,pipedrive,podium,postman,reply,resemble,salesloft,scratchpad,semrush,slack,smarterqueue,uizard,veed,voiceflow,workable,wrike,zenhub,ziprecruiter,zoho-recruit
lokalise,0.5911704,0.6097292,0.65518755,0.5986037,0.61485046,0.45777076,0.51963127,0.6307599,0.4885955,0.5282152,0.56351984,0.59797996,0.53597426,0.42040747,0.48513332,0.57379735,0.5556581,0.6300405,0.58317584,0.44733286,0.42477894,0.54309124,0.4483689,0.64479333,0.6173222,0.57628256,0.549472,0.48353654,0.54592097,0.45906296,0.5038437,0.57017887,0.5325906,0.39554608,0.5471921,0.44999626,0.47720724,0.5714388,0.5073683,0.52902377,0.47517395,0.48410073,0.65329903,0.50705516,0.5169657,0.5876914,0.5964999,0.615405,0.6187458,0.5500201,0.5839193,0.490947,0.591458,1.0,0.5711187,0.42969683,0.3908862,0.49815527,0.28607947,0.18206114,0.42073148,0.63479537,0.5925909,0.33281887,0.4948551,0.5140541,0.59079415,0.4743982,0.55877376,0.47812846,0.6361793,0.58508426,0.6948394,0.6853019,0.4696282,0.65933293,0.5052704,0.53734547,0.59927356,0.59665704,0.5106064,0.6381021,0.59516925
madgicx,0.5912065,0.5700635,0.58578503,0.5637473,0.56752104,0.4784522,0.57128584,0.6104828,0.5038409,0.5249614,0.61358804,0.590788,0.5731365,0.40241832,0.53466433,0.58098584,0.43648246,0.62305105,0.5644454,0.4604386,0.52013046,0.56765306,0.4909743,0.6532053,0.6140142,0.6234323,0.5568242,0.5085311,0.5119173,0.33787268,0.44557893,0.5055178,0.57205933,0.39703563,0.5180541,0.4420494,0.47088373,0.5132274,0.47584623,0.49308038,0.52349246,0.4023952,0.6596049,0.4613213,0.5062934,0.5335112,0.51520985,0.565159,0.54045665,0.5582297,0.5130612,0.48101795,0.6642196,0.5711187,0.9999999,0.41420364,0.40327376,0.5187739,0.29038027,0.21886888,0.35128188,0.52946866,0.56705844,0.34425974,0.5686816,0.4725292,0.614179,0.46354783,0.56809115,0.51440316,0.6237674,0.6023259,0.6205024,0.56454843,0.47984737,0.6266463,0.49155694,0.5759258,0.61144865,0.59123284,0.49178505,0.56323683,0.56337315
mailchimp,0.33631665,0.33022156,0.33210218,0.25757712,0.40926212,0.27370596,0.35741794,0.47009933,0.22856915,0.43137914,0.35531947,0.3818779,0.40011805,0.45148712,0.3148422,0.40279114,0.35496098,0.38138726,0.3443293,0.3043806,0.35314,0.34464246,0.28451365,0.4935658,0.38612318,0.37741494,0.31567132,0.3371336,0.37793237,0.27586398,0.3916782,0.40005046,0.3778071,0.35807827,0.3670566,0.32885623,0.3677108,0.3347668,0.34761012,0.36727476,0.37668332,0.4472894,0.40144533,0.23745887,0.337974,0.38461053,0.41984692,0.38713384,0.37711245,0.39950117,0.39296666,0.34987164,0.37238955,0.42969683,0.41420364,1.0,0.30644333,0.37887955,0.30203497,0.22518538,0.32490113,0.339653,0.46981737,0.27137426,0.40259528,0.21768764,0.3878424,0.49854928,0.46544373,0.28115326,0.43600166,0.38439515,0.42359415,0.3475147,0.21302125,0.45398042,0.36979204,0.3348205,0.31764328,0.38421768,0.40640152,0.41112494,0.30742967
manatal,0.4424773,0.46860087,0.41682488,0.4049757,0.49576315,0.34339756,0.41651708,0.50792146,0.47871083,0.40447333,0.50715005,0.31830627,0.37775686,0.34917036,0.56857604,0.47038096,0.35696945,0.47817487,0.41017213,0.32056367,0.44118744,0.40588588,0.5185834,0.5290626,0.4615339,0.3914575,0.35419822,0.37107757,0.41701722,0.21486868,0.3527387,0.48021972,0.35728908,0.29952687,0.45220903,0.41606906,0.27691588,0.44597456,0.33278227,0.48309433,0.33023944,0.28382355,0.392381,0.34934196,0.3761635,0.45273975,0.3789898,0.39231074,0.3741027,0.36136675,0.39747304,0.34423432,0.44315052,0.3908862,0.40327376,0.30644333,1.0000004,0.28216892,0.25545478,0.10488552,0.30617696,0.41735595,0.44388646,0.29641765,0.39042598,0.37390795,0.38504767,0.3747971,0.5299744,0.30624753,0.44722494,0.49183288,0.44472808,0.34985936,0.39880356,0.4088556,0.3703677,0.43772814,0.5138184,0.48584765,0.35462028,0.42187244,0.40396512
mixmax,0.4960621,0.49662495,0.51820135,0.37445286,0.4740206,0.34998173,0.42586845,0.5149959,0.31291345,0.5539485,0.4901814,0.47170287,0.5288962,0.43130183,0.36412346,0.46225235,0.42960835,0.49306923,0.5659577,0.4023534,0.40947083,0.4837981,0.3544877,0.58341414,0.5516566,0.49227142,0.4219183,0.42299953,0.45261538,0.5165613,0.5074394,0.45028192,0.56669617,0.43597686,0.47735798,0.48638743,0.36815375,0.42244676,0.39728063,0.4101953,0.3866309,0.3926558,0.48803088,0.34052873,0.46474278,0.51688313,0.47534585,0.42945823,0.5950635,0.5645689,0.5151885,0.49308375,0.54373384,0.49815527,0.5187739,0.37887955,0.28216892,0.9999999,0.35312766,0.22000676,0.32657403,0.49552283,0.56112754,0.33035934,0.49394006,0.37880898,0.42325783,0.56272155,0.5493591,0.43652833,0.52008975,0.522437,0.53870946,0.48707098,0.46024138,0.5906991,0.512974,0.6340656,0.46922913,0.3917241,0.45814586,0.53608245,0.47124374
mongodb,0.44459215,0.39314872,0.37230933,0.19592197,0.3706385,0.2112408,0.3375194,0.3357886,0.26156157,0.45307383,0.2979911,0.36792782,0.39025986,0.4809178,0.25316274,0.2864769,0.28305608,0.34525013,0.38908276,0.38643253,0.39405265,0.31322694,0.26468843,0.44632608,0.42972815,0.21462578,0.3197822,0.29562008,0.45211554,0.449542,0.37359732,0.41652432,0.4262194,0.5009707,0.36940944,0.29895884,0.18663609,0.33207822,0.23705027,0.2744082,0.31357834,0.3296999,0.34015855,0.2240378,0.46706003,0.29629087,0.27343822,0.32220793,0.44282562,0.53203946,0.44159877,0.39485386,0.36065674,0.28607947,0.29038027,0.30203497,0.25545478,0.35312766,0.99999994,0.020062376,0.21229953,0.29721507,0.5172916,0.2843607,0.3966148,0.2298756,0.3835961,0.39931655,0.43383306,0.28720003,0.31601688,0.34472078,0.3567205,0.3029532,0.30906466,0.41305488,0.4107483,0.38167906,0.3765644,0.31465057,0.32347178,0.29998344,0.36968583
oneplan,0.13274804,0.19831988,0.14637864,0.13412444,0.07366177,0.12102436,0.21350262,0.23815581,0.13201322,0.24592438,0.19292414,0.22472113,0.18182853,0.09310304,0.20777604,0.20485714,0.26525143,0.15072845,0.1954774,0.2774034,0.14770544,0.20179704,0.13560106,0.2510464,0.16971734,0.18609926,0.21545035,0.17507255,0.12761177,0.12564811,0.22008464,0.20212045,0.19142723,0.10794948,0.22571337,0.13065171,0.27231434,0.17526859,0.20056239,0.19888079,0.11083589,0.16180775,0.19656494,0.15598598,0.17884448,0.16896275,0.17043726,0.27970415,0.17095459,0.15988818,0.21840858,0.20338921,0.20394701,0.18206114,0.21886888,0.22518538,0.10488552,0.22000676,0.020062376,1.0000001,0.2988323,0.18221453,0.21717642,0.038875908,0.13864595,0.0982855,0.19765763,0.23761599,0.23957954,0.18618047,0.16644298,0.19785003,0.16675593,0.2115946,0.12273163,0.23663877,0.19932027,0.20876494,0.22215769,0.1695728,0.09314019,0.2693963,0.26643518
openai,0.3706345,0.3328964,0.38610882,0.33382607,0.37141812,0.2717243,0.3872968,0.48798966,0.38945878,0.46367916,0.38812557,0.36543232,0.42500424,0.37136406,0.30866504,0.39961582,0.5037842,0.32525122,0.4222901,0.28443187,0.29235208,0.48554385,0.41574246,0.406547,0.45225424,0.4079097,0.45395696,0.32108974,0.3081127,0.34126848,0.4235805,0.42856687,0.45108995,0.28071833,0.533779,0.35793886,0.43637365,0.40050593,0.37229347,0.34003618,0.3082525,0.3221119,0.34528643,0.25971088,0.36390406,0.3944083,0.36025885,0.462421,0.39178494,0.27595448,0.4533251,0.43389386,0.40954703,0.42073148,0.35128188,0.32490113,0.30617696,0.32657403,0.21229953,0.2988323,1.0000002,0.49661207,0.39180058,0.22540584,0.40079245,0.34236738,0.40010673,0.43682158,0.4309911,0.50101495,0.33984086,0.41986835,0.3902223,0.3896742,0.3309327,0.43898952,0.44910967,0.4681574,0.41388172,0.3630962,0.38014895,0.40542865,0.41571614
otter,0.5899862,0.5934749,0.62935966,0.46739683,0.5158689,0.48408222,0.49547502,0.6358577,0.49010247,0.5298897,0.56858003,0.5403496,0.58537245,0.48271722,0.4542125,0.5631814,0.52778333,0.610137,0.6265986,0.50695515,0.43542922,0.56889814,0.41167945,0.5938926,0.7145041,0.62475,0.58573747,0.5172753,0.45971352,0.4098314,0.49755305,0.47044915,0.6424187,0.36378193,0.61982954,0.4100511,0.49217945,0.61228985,0.49580058,0.41544312,0.48644724,0.407358,0.5835333,0.39716572,0.4703188,0.5778319,0.5431947,0.5545081,0.5741402,0.51185864,0.56459534,0.50555575,0.593545,0.63479537,0.52946866,0.339653,0.41735595,0.49552283,0.29721507,0.18221453,0.49661207,1.0,0.5111927,0.26067385,0.4509886,0.5196266,0.59945416,0.49541783,0.5568366,0.6567973,0.5853392,0.66235185,0.65253264,0.6288806,0.5049294,0.6707122,0.546081,0.6538719,0.565415,0.5042374,0.3980118,0.62390846,0.5872978
pagerduty,0.71120584,0.71479005,0.62261665,0.46752158,0.5933702,0.43249816,0.5660683,0.6483192,0.45618367,0.72478604,0.60947406,0.5726036,0.65187657,0.6443385,0.54202366,0.5798015,0.5138985,0.62145567,0.6417275,0.5081727,0.5867163,0.5677394,0.46881387,0.7406241,0.66557074,0.5307127,0.6269269,0.53435504,0.7096579,0.64285904,0.57524025,0.61873573,0.70472944,0.5606421,0.65538484,0.52454114,0.4421528,0.5476059,0.46440363,0.45484704,0.4211624,0.6049682,0.5784971,0.46753895,0.75866956,0.5425622,0.48801202,0.5469411,0.6970488,0.76362824,0.63758326,0.6275085,0.63718545,0.5925909,0.56705844,0.46981737,0.44388646,0.56112754,0.5172916,0.21717642,0.39180058,0.5111927,1.0,0.46304575,0.66005474,0.38697338,0.64772207,0.6598757,0.76141965,0.513515,0.5923425,0.6570247,0.6021137,0.57499015,0.61048126,0.7372683,0.6121429,0.6554025,0.64064276,0.57547635,0.543645,0.6306876,0.5778148
pardot,0.41351378,0.28828973,0.33029777,0.22331652,0.29753864,0.28240982,0.33144975,0.40012982,0.17952868,0.38423997,0.29965097,0.23007914,0.42557162,0.3311762,0.25114906,0.25418982,0.23634613,0.3161065,0.26219317,0.35105902,0.3025195,0.33231705,0.33576638,0.365794,0.3431918,0.3898525,0.32743955,0.3394571,0.45840055,0.30011922,0.35256985,0.34021372,0.43392402,0.30762976,0.34939718,0.37154734,0.20914663,0.29145622,0.15074813,0.1935542,0.35116053,0.38036692,0.24011675,0.28858486,0.44100082,0.2851029,0.2861387,0.24546541,0.35684687,0.42657784,0.44928256,0.44120437,0.34737307,0.33281887,0.34425974,0.27137426,0.29641765,0.33035934,0.2843607,0.038875908,0.22540584,0.26067385,0.46304575,0.99999994,0.44736785,0.104802236,0.26325384,0.35467905,0.35560316,0.32709625,0.23994192,0.28789344,0.32829118,0.29906124,0.3601939,0.36928147,0.37494695,0.34837407,0.3238911,0.23511048,0.44633722,0.31916648,0.27071333
pinecone,0.6756829,0.48156387,0.5261308,0.39641255,0.50882673,0.35045952,0.51281625,0.5751193,0.33504665,0.5947104,0.4856618,0.48924994,0.57945144,0.5338055,0.4886382,0.49891952,0.45084786,0.55750173,0.5500889,0.4575184,0.5503886,0.5004258,0.33019233,0.6141181,0.59593207,0.5101769,0.56891257,0.43417275,0.60747564,0.49593753,0.4955374,0.57588005,0.6054976,0.5231725,0.55614203,0.47142804,0.31711316,0.3923697,0.4019555,0.4168417,0.3778477,0.55906,0.5253277,0.37201703,0.5923257,0.48294348,0.4578129,0.46078902,0.5662448,0.58856297,0.574497,0.5254004,0.6003822,0.4948551,0.5686816,0.40259528,0.39042598,0.49394006,0.3966148,0.13864595,0.40079245,0.4509886,0.66005474,0.44736785,1.0,0.3948605,0.5759036,0.51681846,0.5247072,0.41056228,0.5554114,0.59156024,0.5226265,0.52399427,0.50073695,0.6251758,0.57735676,0.5554651,0.5434524,0.4609897,0.5411066,0.55700356,0.49955112
pipedrive,0.4229619,0.48597312,0.5419375,0.437878,0.51529574,0.4512842,0.43946224,0.5957727,0.5036813,0.3498198,0.5102373,0.47739005,0.41046405,0.32651043,0.43087956,0.5608161,0.4419384,0.53349566,0.5722064,0.38798314,0.3692887,0.493127,0.39038303,0.53740275,0.602671,0.45184577,0.47296658,0.37355468,0.3521632,0.37007743,0.49574924,0.47778422,0.40371975,0.29747206,0.42412823,0.34053582,0.35861474,0.41247827,0.52775526,0.3668175,0.4487202,0.398318,0.54172134,0.38419318,0.3734796,0.5142545,0.46399218,0.45239353,0.36057016,0.37672085,0.44661787,0.32490575,0.560074,0.5140541,0.4725292,0.21768764,0.37390795,0.37880898,0.2298756,0.0982855,0.34236738,0.5196266,0.38697338,0.104802236,0.3948605,1.0,0.5276706,0.4016982,0.4318591,0.44071454,0.5632365,0.53062665,0.5026157,0.5731034,0.34114403,0.53414583,0.49532056,0.51231277,0.49233013,0.5222945,0.35385373,0.49734843,0.49224603
podium,0.6133629,0.543795,0.6058181,0.4820739,0.5375242,0.46860683,0.47945195,0.63068825,0.5166124,0.6087818,0.5757686,0.690303,0.5491741,0.5193856,0.56469464,0.6160422,0.48501974,0.60464346,0.5873674,0.47824275,0.5211718,0.5654582,0.43395555,0.6415012,0.6581876,0.49752232,0.58418393,0.52489984,0.5654794,0.49191636,0.48503384,0.60740066,0.625027,0.4253258,0.55387115,0.4404993,0.54855704,0.5901089,0.5575679,0.49306124,0.48513496,0.5235416,0.70623076,0.46090645,0.57495046,0.5214324,0.45080832,0.5875248,0.58543015,0.544556,0.56103367,0.5060589,0.65097415,0.59079415,0.614179,0.3878424,0.38504767,0.42325783,0.3835961,0.19765763,0.40010673,0.59945416,0.64772207,0.26325384,0.5759036,0.5276706,0.9999999,0.46272323,0.55034685,0.53457934,0.674088,0.63849556,0.62010646,0.60051453,0.44947392,0.68519425,0.52222514,0.6389675,0.63821304,0.56979215,0.43726134,0.5966717,0.6866269
postman,0.5597982,0.619295,0.5671371,0.309443,0.5400146,0.3969939,0.56174576,0.57604325,0.37263167,0.623767,0.53777933,0.41159898,0.51022935,0.47069836,0.45456195,0.45806226,0.4549188,0.5500001,0.574103,0.38748938,0.5114701,0.5547153,0.3706469,0.61334586,0.63390774,0.5100376,0.51445156,0.4318964,0.5042181,0.5121474,0.5579488,0.5621219,0.5377348,0.35251188,0.58784384,0.47239524,0.43283322,0.43022054,0.36672294,0.37551403,0.4092043,0.4942596,0.4543636,0.39152688,0.60981864,0.47282714,0.46412417,0.505114,0.57688135,0.55974436,0.535466,0.48486814,0.50757277,0.4743982,0.46354783,0.49854928,0.3747971,0.56272155,0.39931655,0.23761599,0.43682158,0.49541783,0.6598757,0.35467905,0.51681846,0.4016982,0.46272323,1.0,0.6387054,0.4676227,0.47506493,0.6044307,0.55793285,0.5317806,0.39910698,0.5583849,0.6190933,0.49797076,0.5353869,0.47702244,0.49215758,0.53220093,0.46163785
reply,0.6134147,0.7436503,0.62247777,0.43285584,0.61661243,0.46989357,0.5983543,0.67857116,0.5387621,0.6130833,0.6866399,0.49802104,0.6147631,0.5544474,0.53678155,0.54757345,0.4859839,0.63483596,0.67088205,0.4559138,0.5220561,0.53531563,0.50646406,0.72154045,0.6628535,0.5244611,0.51430136,0.5463532,0.5642693,0.5292835,0.5416288,0.5626659,0.5929599,0.43343598,0.65353763,0.50679576,0.43911743,0.5648985,0.48865357,0.5071695,0.46648806,0.52270126,0.52869904,0.43897724,0.58993655,0.5718493,0.5418627,0.5476907,0.6479647,0.61907905,0.5809302,0.5589402,0.62744755,0.55877376,0.56809115,0.46544373,0.5299744,0.5493591,0.43383306,0.23957954,0.4309911,0.5568366,0.76141965,0.35560316,0.5247072,0.4318591,0.55034685,0.6387054,1.0,0.50313973,0.5462264,0.6512183,0.6323445,0.58498263,0.5205729,0.6542779,0.59407187,0.6056805,0.628518,0.60877264,0.5324815,0.6247151,0.5418346
resemble,0.51349354,0.51712596,0.51895213,0.38655823,0.4120654,0.43812352,0.39970303,0.56778395,0.33583802,0.48417318,0.58632636,0.5012143,0.58356243,0.4508932,0.44927913,0.5062576,0.4247837,0.5146461,0.47518158,0.40709466,0.43467438,0.5598065,0.38151127,0.4768325,0.575686,0.52294475,0.48557448,0.4725327,0.40190613,0.42138344,0.41872638,0.40067223,0.74314773,0.3540243,0.61283445,0.39175618,0.38037348,0.4742001,0.46543756,0.3317816,0.43723887,0.35677168,0.52478886,0.35274595,0.49690664,0.515319,0.4223168,0.45532125,0.4748609,0.436545,0.4910143,0.48004544,0.55604696,0.47812846,0.51440316,0.28115326,0.30624753,0.43652833,0.28720003,0.18618047,0.50101495,0.6567973,0.513515,0.32709625,0.41056228,0.44071454,0.53457934,0.4676227,0.50313973,1.0000001,0.49145603,0.5863384,0.4943698,0.43025243,0.47456315,0.6289418,0.54779136,0.6432457,0.4523386,0.4723763,0.4033219,0.5040722,0.5366784
salesloft,0.5109886,0.62560904,0.5941169,0.5771986,0.6336709,0.5139746,0.53480107,0.69640774,0.50676954,0.4976094,0.63436276,0.6554964,0.5212514,0.42593107,0.57109594,0.6321369,0.5406807,0.6554754,0.5261916,0.4908458,0.47095615,0.52546346,0.5570121,0.684681,0.62404156,0.5258823,0.5535265,0.5578038,0.5280613,0.41298562,0.48635095,0.55958724,0.57795584,0.38391465,0.5995621,0.5218527,0.44136876,0.4687878,0.606316,0.56036454,0.4658873,0.55502737,0.733526,0.5302113,0.48630574,0.5926072,0.5449096,0.5949426,0.53522444,0.54710984,0.58795595,0.41568846,0.65838826,0.6361793,0.6237674,0.43600166,0.44722494,0.52008975,0.31601688,0.16644298,0.33984086,0.5853392,0.5923425,0.23994192,0.5554114,0.5632365,0.674088,0.47506493,0.5462264,0.49145603,0.9999999,0.6245321,0.6881887,0.57253,0.43957996,0.68057114,0.5446102,0.5712942,0.55053353,0.6953478,0.48323354,0.6139829,0.63822794
scratchpad,0.65050817,0.7077308,0.67518437,0.482037,0.5789316,0.49287415,0.57558745,0.71364176,0.5547621,0.6014855,0.7180468,0.5915432,0.5646758,0.49109322,0.62043774,0.6413287,0.59867346,0.72157824,0.6559385,0.48922127,0.5294272,0.63147056,0.4596296,0.7352971,0.7413068,0.5578981,0.57798326,0.55630994,0.5978308,0.51118344,0.58617884,0.604105,0.6601256,0.39778388,0.6631315,0.45897928,0.4650179,0.5693883,0.6046146,0.48416895,0.52758956,0.47685346,0.6447135,0.4427693,0.60108453,0.64848137,0.52769834,0.5950209,0.6185362,0.60739243,0.59352857,0.5000049,0.70354795,0.58508426,0.6023259,0.38439515,0.49183288,0.522437,0.34472078,0.19785003,0.41986835,0.66235185,0.6570247,0.28789344,0.59156024,0.53062665,0.63849556,0.6044307,0.6512183,0.5863384,0.6245321,1.0,0.6798609,0.672902,0.5667849,0.7154161,0.5847358,0.645965,0.666527,0.6407783,0.52735054,0.65461457,0.6450534
semrush,0.54778314,0.65156186,0.64678526,0.5993422,0.6175755,0.5349391,0.5025951,0.6690661,0.56286407,0.5361091,0.62203944,0.5850699,0.5563079,0.47859,0.54205966,0.6200615,0.54632884,0.66456634,0.587546,0.46284592,0.4539098,0.58123314,0.49536103,0.73036003,0.64207023,0.57628274,0.5412666,0.59926814,0.5952615,0.4365607,0.5675539,0.53449285,0.5917946,0.40040854,0.6024276,0.45017892,0.44259346,0.5775405,0.5196275,0.5999409,0.4938295,0.46703684,0.7176479,0.54033476,0.4804831,0.55566096,0.5340793,0.5915342,0.66052675,0.5695857,0.60363513,0.46616507,0.68934405,0.6948394,0.6205024,0.42359415,0.44472808,0.53870946,0.3567205,0.16675593,0.3902223,0.65253264,0.6021137,0.32829118,0.5226265,0.5026157,0.62010646,0.55793285,0.6323445,0.4943698,0.6881887,0.6798609,1.0000001,0.659273,0.43571475,0.674376,0.5112109,0.60576665,0.6013354,0.6027378,0.48861402,0.6505162,0.6844491
slack,0.56142557,0.63848686,0.68908775,0.4742869,0.570166,0.50804114,0.54495883,0.6803761,0.49986908,0.57333386,0.59536225,0.5955943,0.5555649,0.44948733,0.44072384,0.60222894,0.5548164,0.7019743,0.6733116,0.48386934,0.4385442,0.61443,0.4006245,0.69443053,0.6780051,0.57371587,0.5566606,0.52947277,0.550063,0.43884647,0.5591436,0.6262167,0.5485116,0.3764818,0.57788765,0.3832944,0.56387293,0.5401201,0.5144912,0.46838242,0.4826909,0.5836817,0.63893515,0.46700862,0.49602127,0.51522684,0.5091404,0.54841614,0.5701567,0.5739656,0.62480927,0.51271325,0.62338185,0.6853019,0.56454843,0.3475147,0.34985936,0.48707098,0.3029532,0.2115946,0.3896742,0.6288806,0.57499015,0.29906124,0.52399427,0.5731034,0.60051453,0.5317806,0.58498263,0.43025243,0.57253,0.672902,0.659273,1.0,0.47196922,0.65395415,0.52567345,0.58743846,0.65897185,0.60043573,0.47297782,0.6566659,0.60294485
smarterqueue,0.6250888,0.47927243,0.46950674,0.40656507,0.409273,0.24761981,0.39686826,0.53662634,0.3451155,0.52856964,0.51377,0.44708776,0.50942767,0.41410416,0.45118266,0.4724417,0.38201493,0.45634103,0.5392245,0.37338945,0.49051234,0.3721657,0.4203987,0.48247886,0.6032908,0.48297864,0.48369515,0.36871517,0.52904046,0.43360788,0.46784618,0.49806023,0.5554187,0.3562097,0.4586486,0.40693137,0.3205246,0.42731938,0.397398,0.3525545,0.42185053,0.40491486,0.4341721,0.29548752,0.54363436,0.47119564,0.41629177,0.3868249,0.5271804,0.5061858,0.51998776,0.5577346,0.5576489,0.4696282,0.47984737,0.21302125,0.39880356,0.46024138,0.30906466,0.12273163,0.3309327,0.5049294,0.61048126,0.3601939,0.50073695,0.34114403,0.44947392,0.39910698,0.5205729,0.47456315,0.43957996,0.5667849,0.43571475,0.47196922,1.0000002,0.6159086,0.46499842,0.5572823,0.5077237,0.40237427,0.36364216,0.53329384,0.4390959
uizard,0.6668165,0.6538173,0.66542923,0.55087256,0.58662534,0.4774689,0.55845386,0.713027,0.5345868,0.6522348,0.67708915,0.67178404,0.63953817,0.58380955,0.5674341,0.640327,0.62004715,0.6664473,0.68559015,0.5647707,0.58137214,0.5957484,0.4908387,0.72530556,0.7200092,0.62890226,0.6551566,0.56079733,0.64422864,0.54837,0.6086003,0.5791737,0.74093354,0.5098522,0.63893086,0.5314107,0.50292873,0.57250255,0.60947156,0.48218417,0.54476136,0.5650883,0.6946367,0.45718974,0.64535576,0.619353,0.5377997,0.60105634,0.6446077,0.68182296,0.68300945,0.6292305,0.709702,0.65933293,0.6266463,0.45398042,0.4088556,0.5906991,0.41305488,0.23663877,0.43898952,0.6707122,0.7372683,0.36928147,0.6251758,0.53414583,0.68519425,0.5583849,0.6542779,0.6289418,0.68057114,0.7154161,0.674376,0.65395415,0.6159086,1.0000001,0.65376437,0.72886896,0.60987103,0.59027016,0.5373298,0.72246754,0.73026025
veed,0.5601747,0.5828935,0.63577634,0.35710442,0.5482619,0.43447137,0.6201854,0.61952037,0.47794628,0.5390327,0.5187706,0.46725187,0.5546528,0.57172453,0.4615977,0.516041,0.5281878,0.5927596,0.5843591,0.59327924,0.5796963,0.5725551,0.3701819,0.6332748,0.67791796,0.46655726,0.59328675,0.35952008,0.54561204,0.5860342,0.5629793,0.53318053,0.62147987,0.54647046,0.595744,0.56306124,0.47130322,0.44165045,0.48233265,0.3972797,0.4092187,0.48741895,0.41133755,0.45335042,0.5810648,0.5719676,0.49037915,0.4788357,0.5251221,0.61612767,0.6204726,0.5678784,0.52371067,0.5052704,0.49155694,0.36979204,0.3703677,0.512974,0.4107483,0.19932027,0.44910967,0.546081,0.6121429,0.37494695,0.57735676,0.49532056,0.52222514,0.6190933,0.59407187,0.54779136,0.5446102,0.5847358,0.5112109,0.52567345,0.46499842,0.65376437,0.9999998,0.56122273,0.5230963,0.45851415,0.5068184,0.58001226,0.49693623
voiceflow,0.6208167,0.5735792,0.5917965,0.47601062,0.49260026,0.44658953,0.47132546,0.6256051,0.46001548,0.6123918,0.6015161,0.5560919,0.65354097,0.5376837,0.4890379,0.60666573,0.5097211,0.5811682,0.6358857,0.48077643,0.494331,0.5732916,0.4165361,0.6355451,0.67931277,0.5992907,0.5246592,0.48054042,0.56333673,0.47619796,0.54525083,0.5337095,0.69300497,0.47265542,0.5374912,0.48594832,0.47725594,0.53243655,0.48915124,0.44015753,0.48610264,0.47251955,0.5587385,0.41164508,0.5302124,0.56863517,0.52463365,0.51617634,0.62442505,0.5538809,0.58957493,0.55552775,0.686632,0.53734547,0.5759258,0.3348205,0.43772814,0.6340656,0.38167906,0.20876494,0.4681574,0.6538719,0.6554025,0.34837407,0.5554651,0.51231277,0.6389675,0.49797076,0.6056805,0.6432457,0.5712942,0.645965,0.60576665,0.58743846,0.5572823,0.72886896,0.56122273,1.0,0.5876937,0.48179656,0.47893485,0.62809277,0.58324236
workable,0.64704597,0.66177714,0.66405374,0.48706686,0.568702,0.46276128,0.546461,0.67393756,0.57198274,0.5610991,0.6184384,0.50339127,0.56741095,0.43383852,0.6163365,0.5878171,0.55019426,0.6915473,0.61589706,0.49239814,0.56816083,0.5813843,0.4870758,0.7087436,0.67451394,0.53072464,0.57116914,0.53313017,0.5872267,0.45645565,0.54357135,0.6704996,0.5245362,0.40839738,0.5459567,0.40648174,0.53696066,0.5538744,0.54121447,0.46787506,0.4597069,0.48547068,0.6135125,0.41993016,0.58170426,0.5549194,0.45943385,0.58093375,0.55449617,0.5441786,0.5685656,0.48912293,0.6329815,0.59927356,0.61144865,0.31764328,0.5138184,0.46922913,0.3765644,0.22215769,0.41388172,0.565415,0.64064276,0.3238911,0.5434524,0.49233013,0.63821304,0.5353869,0.628518,0.4523386,0.55053353,0.666527,0.6013354,0.65897185,0.5077237,0.60987103,0.5230963,0.5876937,0.99999994,0.58743864,0.4133622,0.6334366,0.58585864
wrike,0.4902895,0.6944507,0.59941614,0.5382257,0.63425756,0.50432074,0.521554,0.7456032,0.5757227,0.48066115,0.69767815,0.5890467,0.43274125,0.39434636,0.5794997,0.5575906,0.46174842,0.6984484,0.53501964,0.43665498,0.4219604,0.51616967,0.6257655,0.738727,0.57953167,0.46588534,0.5159296,0.5672054,0.5012561,0.35384715,0.44295055,0.56430495,0.51205474,0.31345525,0.6365982,0.43153155,0.48884833,0.5248292,0.5921415,0.5232556,0.4884027,0.47274405,0.7179612,0.48401895,0.5019319,0.5585362,0.46763057,0.56057584,0.47665754,0.53987145,0.49385726,0.39249086,0.6513102,0.59665704,0.59123284,0.38421768,0.48584765,0.3917241,0.31465057,0.1695728,0.3630962,0.5042374,0.57547635,0.23511048,0.4609897,0.5222945,0.56979215,0.47702244,0.60877264,0.4723763,0.6953478,0.6407783,0.6027378,0.60043573,0.40237427,0.59027016,0.45851415,0.48179656,0.58743864,1.0000001,0.4277538,0.56138265,0.580524
